Company Name,Company Website,Company Email,Company Address
Ubizen Inc,http://aethis.com,mailto:info@aethis.com,"75 Murray StNew York, NY 10007"
Inova Software Inc,http://www.inova-software.com,Not available,"132 Nassau StNew York, NY 10038"
Dalziel/White Associates Inc.,http://www.dwa-corp.net,mailto:dwa@erie.net,"20 Vesey St 410 RmNew York, NY 10007"
Learn Technologies Interactive,Not available,mailto:tminkus@learntech.com,"361 BroadwayNew York, NY 10013"
LDG Media,http://fotoshow.org,Not available,"368 BroadwayNew York, NY 10013"
Webinopoly | Ecommerce Shopify Experts,https://webinopoly.com,mailto:hello@webinopoly.com,Not available
Seapass,http://www.seapass.com,Not available,"295 Greenwich StNew York, NY 10007"
Daniel Kaufman,Not available,Not available,"222 BroadwayNew York, NY 10038"
Piwik PRO,https://piwik.pro,Not available,"222 BroadwayNew York, NY 10038"
Autoremind Inc,http://www.autoremind.com,mailto:investor@autoremind.com,"222 BroadwayNew York, NY 10038"
Devpost,https://info.devpost.com,Not available,"222 Broadway Fl 19New York, NY 10038"
Oscuro Global,http://www.oscuro.co,Not available,"373 BroadwayNew York, NY 10013"
Beers Enterprise Inc,https://www.theswitch.tv/about/contact,Not available,"60 Hudson St Rm 201New York, NY 10013"
IBM,Not available,Not available,"60 Hudson StNew York, NY 10013"
Internap Network Services,Not available,Not available,"60 Hudson StNew York, NY 10013"
Exact Solutions Inc,http://www.emaginesolutions.com,Not available,"139 Fulton StNew York, NY 10038"
Frigid Solutions,http://frigidsolutions.com,mailto:frigid.solutions@verizon.net,"139 Fulton StNew York, NY 10038"
Gulf State Software,https://www.gulfstatesoftware.com,Not available,"285 Fulton StNew York, NY 10007"
Focus Technology,https://mgt.focusny.com/Home/Contact,Not available,"136 Fulton StNew York, NY 10038"
Zoran,Not available,Not available,"67 Hudson StNew York, NY 10013"
Quandrian,Not available,mailto:careers@metamatrix.com,"195 BroadwayNew York, NY 10007"
Newmantra,http://newmantra.com,Not available,"198 BroadwayNew York, NY 10038"
Top Rate Tech,Not available,Not available,"381 BroadwayNew York, NY 10013"
Vertical I Holdings,http://www.inova-software.com,Not available,"11 John StNew York, NY 10038"
Flat Inc,Not available,Not available,"391 Broadway Fl 3New York, NY 10013"
Lodge At Windham Mountain,Not available,Not available,"29 John StNew York, NY 10038"
Campaign Anderson Azar Ltd,https://www.caabenefits.com,Not available,"45 John StNew York, NY 10038"
"Edwards, Aaron",http://edwardsnyc.com,mailto:skaagen@hotmail.com,"401 BroadwayNew York, NY 10013"
Street Diligence,Not available,Not available,"401 BroadwayNew York, NY 10013"
Techknowledge Solutions,http://infotechknow.com,Not available,"401 Broadway Fl 24New York, NY 10013"
Wizdom,Not available,Not available,"130 William StNew York, NY 10038"
DOOR3,http://door3.com,mailto:projects@door3.com,"22 Cortlandt St Rm 1101New York, NY 10007"
Perficient,Not available,Not available,"22 Cortlandt StNew York, NY 10007"
Zaracart,https://zaracart.com,Not available,"Church Street 100New York, NY 10007"
Software Development Corp,Not available,Not available,"15 Maiden LnNew York, NY 10038"
Miac Analytics,https://miacanalytics.com,Not available,"55 John StNew York, NY 10038"
Instant Information,http://www.instantinformation.com,mailto:sales@infongen.com,"40 Fulton StNew York, NY 10038"
Tinypass,http://www.tinypass.com,mailto:whois@tinypass.com,"105 Hudson StNew York, NY 10013"
IBM,http://www.ibm.com,Not available,"33 Maiden Ln Fl 2New York, NY 10038"
"Archive360, Inc",https://www.archive360.com/terms,Not available,"165 BroadwayNew York, NY 10006"
Openbots Inc,https://openbots.ai,Not available,"165 Broadway Fl 23New York, NY 10006"
Aetea Inc,Not available,Not available,"150 Broadway Rm 500New York, NY 10038"
Axis Technology Inc.,https://www.axistechnologyllc.com,mailto:info@axistechnology.org,"200 Vesey StNew York, NY 10281"
Nlmatics Corp,https://www.nlmatics.com,Not available,"7 World Trade CtrNew York, NY 10007"
HCL America Inc,http://hcl.com,Not available,"32 Avenue Of The AmericasNew York, NY 10013"
Ebo Nexus Inc,Not available,mailto:questions@ebonexus.com,"27 Cliff StNew York, NY 10038"
Plandek,https://www.plandek.com,Not available,"1 World Trade Ctr 85th FlNew York, NY 10007"
Thomas Ho Co,http://www.thomasho.com,mailto:thomas.roche@ny.frb.org,"55 Liberty StNew York, NY 10005"
Co-op Computer Service,http://www.compumanservices.com,Not available,"140 BroadwayNew York, NY 10005"
O M Technology,https://www.adapt.io/contact/eitan-reich/734987955,Not available,"140 BroadwayNew York, NY 10005"
Visibility Inc,https://uvld.com,Not available,"140 BroadwayNew York, NY 10005"
Nice Systems Inc,http://actimize.com,Not available,"140 BroadwayNew York, NY 10005"
Hotelnet USA,Not available,mailto:acwsh@yahoo.com,"90 William StNew York, NY 10038"
Numina Group Inc,http://www.kellyservices.com,mailto:kellyservices002@prtc.net,"90 William StNew York, NY 10038"
Nit Infrastructure,http://nitconnect.com,Not available,"90 John St Fl 7New York, NY 10038"
Tahas Technologies Corp USA,http://tahastech.com,Not available,"90 John StNew York, NY 10038"
SANS Consulting,http://www.sansit.com,Not available,"90 John St Rm 701New York, NY 10038"
Tribeca Digital,http://www.tribecadigital.com,Not available,"90 John StNew York, NY 10038"
Graphnet Inc,http://www.graphnet.com,Not available,"40 Fulton St Fl 11New York, NY 10038"
It Department,http://www.myitdepart.com,Not available,"16 E BroadwayNew York, NY 10002"
Starpoint Solutions,https://www.yoh.com,Not available,"115 BroadwayNew York, NY 10006"
All Covered,Not available,Not available,"115 BroadwayNew York, NY 10006"
Bromin7 Inc,https://bromin7.com,Not available,"115 Broadway Fl 5New York, NY 10006"
Syntonic Systems,https://www.syntonic-ny.com,Not available,"111 John StNew York, NY 10038"
NTR Business Group Inc,https://www.ntrbg.com,Not available,"168 Canal StNew York, NY 10013"
Maystreet Inc,http://maystreet.com,Not available,"28 Liberty St Fl 58New York, NY 10005"
Portware,http://www.portware.com,Not available,"120 BroadwayNew York, NY 10271"
Infosys Limited,https://www.hyperlinkinfosystem.com/internetmarketing.html,mailto:info@hyperlinkinfosystem.com,"1 World Trade CtrNew York, NY 10007"
Vector Space,Not available,Not available,"75 Maiden LnNew York, NY 10038"
Vypack Corp,http://www.vypak.com,mailto:vypak.corp@vypak.com,"75 Maiden Ln Rm 906New York, NY 10038"
Business Computer Services,Not available,Not available,"75 Maiden LnNew York, NY 10038"
PS Medical Systems,http://www.psmedicalsys.com,mailto:info@psmedicalsys.com,"75 Maiden LnNew York, NY 10038"
One to World Inc,https://www.one-to-world.org,Not available,"285 W BroadwayNew York, NY 10013"
Cureatr,http://cureatr.com,Not available,"285 W BroadwayNew York, NY 10013"
Nit Connect,https://www.matrix-globalservices.com,Not available,"116 John StNew York, NY 10038"
Quantum Technologies Inc,Not available,mailto:dave@webfacts.com,"116 John StNew York, NY 10038"
Cognizant Tech Solutions,Not available,Not available,"225 Liberty StNew York, NY 10281"
Avm Software,http://softwarefreedom.org,Not available,"120 BroadwayNew York, NY 10271"
Sungard Inc,Not available,Not available,"388 Greenwich StNew York, NY 10013"
Black Hammer Production Inc,http://www.blackhammer.com,mailto:blakwitch@earthlink.net,"447 BroadwayNew York, NY 10013"
Kaos It Solutions Lic,http://polarismanagement.com,Not available,"111 BroadwayNew York, NY 10006"
Tribeca Native Inc,http://www.tribecanative.org,Not available,"50 Varick StNew York, NY 10013"
SMB Technology Inc,http://www.smbcgi.com/contactus.php,Not available,"40 Elizabeth St  Suite 300New York, NY 10013"
Cgi-Ams,http://www.cgi.com,Not available,"1 Chase Manhattan PlzNew York, NY 10005"
Steven E Williams & Associates Ltd,https://www.williamsassociates-ltd.com,mailto:steven@williamsassociates-ltd.com,"447 Broadway Fl 2 Ste 674New York, NY 10013"
PF1 Corp,Not available,Not available,"130 Cedar StNew York, NY 10006"
Advanced Transition Technology Inc,Not available,Not available,"130 Cedar StNew York, NY 10006"
Ramco Computer Corp,http://ramcony.com,mailto:info@laptopmd.com,"19 Mercer StNew York, NY 10013"
Aether,http://www.aetherapparel.com,mailto:techsupport@aetherapparel.com,"13 Crosby StNew York, NY 10013"
"Dicom Grid, Inc",Not available,Not available,"199 Water StNew York, NY 10038"
Virtusa Corporation,https://www.virtusa.com/our-offices/americas/location-3?y_source=1_MTYwOTYyMzMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,Not available,"225 Liberty St 34th FlNew York, NY 10281"
Corporate Power Inc,http://www.corporatepower.com,mailto:info@corporatepower.com,"62 William St Fl 5New York, NY 10005"
Percolate,http://www.percolate.com,mailto:questions@percolate.com,"107 Grand StNew York, NY 10013"
Aithent Inc,http://www.aithent.com,mailto:info@aithent.com,"19 Fulton St Rm 408New York, NY 10038"
Dom & Tom,https://domandtom.com,mailto:hello@domandtom.com,"2 Wall StNew York, NY 10005"
TradeStation Prime Service,http://tradestationprime.com,Not available,"2 Wall StNew York, NY 10005"
Serraview America Inc,https://serraview.com/contact,Not available,"2 Wall StNew York, NY 10005"
Knowify,https://www.knowify.com,mailto:knowify@knowify.com,"2 Wall StNew York, NY 10005"
World Systems Market Inc.,http://wsmrobot.com,mailto:beata.zahorska@wsmrobot.com,"48 Pine St Fl 11.New York, NY 10005"
Smartstream Technologies Inc,http://www.smartstream-stp.com,Not available,"61 E BroadwayNew York, NY 10002"
"MediaMall Technologies, Inc.",http://www.playon.tv,mailto:jeff@playon.tv,"20 River Ter Apt 5NNew York, NY 10282"
Directdealercom,Not available,Not available,"14 Wall StNew York, NY 10005"
Essex Technology Group,Not available,Not available,"14 Wall StNew York, NY 10005"
The Sneakers Agency,https://sneakersagency.com/?utm_source=yellowpages&utm_medium=profile,mailto:info@sneakersagency.com,"154 Grand StNew York, NY 10013"
Ableton Inc,https://www.ableton.com,Not available,"154 Grand StNew York, NY 10013"
Art Lebedev Studio,http://www.artlebedev.com,mailto:mailbox@artlebedev.com,"125 Maiden LnNew York, NY 10038"
"ActTrader Technologies, Inc.",http://acttrader.com,Not available,"30 Wall St Ste 1205New York, NY 10005"
Lidan Inc,https://www.acttrader.com,Not available,"30 Wall StNew York, NY 10005"
AM Global Group,https://www.am-globalgroup.com,Not available,"30 Wall St Fl 8New York, NY 10005"
Substantial Headquarters,https://substantial.com,Not available,"247 Centre StNew York, NY 10013"
Business Development Specialists Group,Not available,mailto:CustomerSerivce@businessloaneasy.com,"40 Wall StNew York, NY 10005"
Sun Gard,http://www.sungard.com,mailto:info@sungard.com,"40 Wall StNew York, NY 10005"
Cision Us Inc,http://us.cision.com,Not available,"2 Rector St Rm 1201New York, NY 10006"
Shark Byte Systems,http://www.garagenet.com,mailto:michael@sharkbytesystems.com,"44 Wall St Fl 12New York, NY 10005"
Risk-Metrics Group,http://www.riskmetrics.com,mailto:dns-admin@riskmetrics.com,"44 Wall StNew York, NY 10005"
Synergy Solutions Inc,http://synergysolutionsinc.com,Not available,"44 Wall St Fl 12New York, NY 10005"
Shark Bite,https://www.sharkbytesystems.com,Not available,"44 Wall StNew York, NY 10005"
Enable It,http://itimmunity.com,Not available,"44 Wall StNew York, NY 10005"
New Computers Inc,http://www.ncicny.com/support,Not available,"44 Wall StNew York, NY 10005"
Sherpa,Not available,Not available,"355 S End AveNew York, NY 10280"
Maincomp Technology Inc,http://yumyumfoodonline.com,mailto:edmond@mainpcusa.com,"91 Elizabeth StNew York, NY 10013"
Gust,https://gust.com/contact,Not available,"188 Grand StNew York, NY 10013"
Celmatix Inc,http://www.celmatix.com,Not available,"71 BroadwayNew York, NY 10006"
DataNitro Inc.,http://www.datanitro.com,mailto:info@datanitro.com,"71 Broadway Apt 17jNew York, NY 10006"
Cobite,http://www.cobite.com,Not available,"48 Wall StNew York, NY 10005"
Nowsta Inc,https://www.nowsta-staging.com,Not available,"48 Wall StNew York, NY 10005"
Mobius Knowledge Services Incorporated,https://www.mobiusservices.com/contact-us,Not available,"48 Wall StNew York, NY 10005"
Communication Billing Tech Inc,Not available,Not available,"48 Wall StNew York, NY 10005"
Eromance,https://www.allromanceebooks.com,Not available,"65 BroadwayNew York, NY 10006"
Promo Suite,http://www.promosuite.com,mailto:info@promosuite.com,"65 Broadway Ste 602New York, NY 10006"
Gemini Systems,Not available,mailto:cyacubovich@gemini-systems.com,"61 Broadway Rm 925New York, NY 10006"
Cyber Axioma,http://www.interglobaltravel.com,mailto:info@axioma.com,"19 Rector StNew York, NY 10006"
Logical Business Systems Inc,http://www.logicalbiz.com,Not available,"250 West StNew York, NY 10013"
Demonstrated Tech,http://www.demonstratedtech.com,Not available,"63 Wall St, Suite 605New York, NY 10005"
Cipher Techs,http://www.ciphertechs.com,mailto:Franco@broadgate.com,"1 Exchange PlzNew York, NY 10006"
CFX Software Corp,https://www.cfx.com,Not available,"1 Exchange PlzNew York, NY 10006"
Dalet Digital Media Systems,http://www.dalet.com,Not available,"88 Pine StNew York, NY 10005"
Sisense Inc,https://www.sisense.com,Not available,"88 Pine StNew York, NY 10005"
First Derivatives US Inc,https://www.firstderivatives.com,Not available,"45 BroadwayNew York, NY 10006"
Advanced American Tech Group,https://www.micromax.com/contacts,Not available,"29 BroadwayNew York, NY 10006"
Team 5 Corp,http://www.owenkane.com,Not available,"80 Wall StNew York, NY 10005"
Syscom USA,http://www.syscomusa.com,mailto:sales@syscomusa.com,"55 BroadwayNew York, NY 10006"
"Trello, Inc.",https://www.atos-syntel.net,mailto:sonny@wingalpha.com,"55 BroadwayNew York, NY 10006"
Fleetr Inc,Not available,Not available,"80 Varick StNew York, NY 10013"
Neovision Hyper Systems Inc,http://brokermaps.com,mailto:alliance@hyperfeed.com,"50 BroadwayNew York, NY 10004"
List Group USA Inc,Not available,Not available,"20 Exchange PlNew York, NY 10005"
Delta Analytical Corp,Not available,Not available,"27 William StNew York, NY 10005"
Loop Inc,Not available,Not available,"27 William StNew York, NY 10005"
Right Source Inc,http://www.therightsourceinc.com,Not available,"45 BroadwayNew York, NY 10006"
Iris Financial Engineering & Systems,Not available,Not available,"100 Wall StNew York, NY 10005"
NYSE Euronext,http://nyse.com/regulation,mailto:nysedotservices@nyx.com,"100 Wall StNew York, NY 10005"
"Luxoft USA, Inc",http://www.luxoft.com,Not available,"100 Wall StNew York, NY 10005"
Promenet Inc,http://www.promenet.com,mailto:mcharalambous@promenet.com,"42 Broadway Ste 1639New York, NY 10004"
City Lights Technologies,http://www.citylightstech.com,Not available,"280 Rector PlNew York, NY 10280"
Sungard E Process Intelligence,http://www.sungard.com,Not available,"41 BroadwayNew York, NY 10006"
Soho Dragon Inc,http://www.sohodragon.nyc,mailto:info@sohodragon.nyc,"30 Broad StNew York, NY 10004"
Eureka Gillette,http://www.ggn.com,mailto:info@entitysource.com,"39 BroadwayNew York, NY 10006"
US Data Imaging,http://proofplus.com,Not available,"39 BroadwayNew York, NY 10006"
Micromuse,http://www.micromuse.com,Not available,"39 BroadwayNew York, NY 10006"
Colin Kennedy,http://www.neuronglobal.com,Not available,"12 Desbrosses StNew York, NY 10013"
Neuron Global,http://www.neuronglobal.com,Not available,"12 Desbrosses StNew York, NY 10013"
"Allstar Gaming, LLC",https://allstar.gg,Not available,"99 Wall Street, Suite 2337New York, NY 10005"
Alphabet Technologies,https://nycapitaltech.com,mailto:microsoft.certified1@gmail.com,"99 Wall St Ste 518New York, NY 10005"
Premium Technology Inc,http://www.premiumit.com,mailto:info@premiumit.com,"32 BroadwayNew York, NY 10004"
Optimal Office Technologies,Not available,Not available,"110 Wall St Fl 11New York, NY 10005"
Xfosoft IT Solutions,https://xfosoft.com/contact-us,Not available,"26 BroadwayNew York, NY 10004"
Main Frame Service Providers,http://mfsp.com,mailto:info@ircdesigns.com,"50 Broad St Ste 1037New York, NY 10004"
Busacom Corp,Not available,Not available,"529 Broome StNew York, NY 10013"
Price Fish,http://www.pricefish.com,Not available,"32 BroadwayNew York, NY 10004"
Ima Systems,http://www.imasys.com,Not available,"32 BroadwayNew York, NY 10004"
Gallery System Inc,http://www.gallerysystems.com,mailto:info@gallerysystems.com,"5 Hanover SqNew York, NY 10004"
Artsystems Limited,https://www.artsystems.com,Not available,"5 Hanover SqNew York, NY 10004"
Tmgi,Not available,Not available,"55 Broad StNew York, NY 10004"
American Software Resources,http://www.americansoftwareresources.com,mailto:rpark@ravesoft.com,"55 Broad StNew York, NY 10004"
Amtex Systems,http://amtexinfosolutions.com,mailto:amtex@carroll.com,"50 Broad St Ste 801New York, NY 10004"
Dynamo Development Inc,https://dynamo-ny.com,Not available,"55 Broad StNew York, NY 10004"
Netnames USA,http://www.netnames.com,mailto:billing@netnamesusa.com,"55 Broad StNew York, NY 10004"
Ns1,https://ns1.com,Not available,"55 Broad StNew York, NY 10004"
Inductive Solutions Inc,https://www.inductive.com,Not available,"380 Rector PlNew York, NY 10280"
"Zwift, Inc",http://www.zwift.com,Not available,"25 BroadwayNew York, NY 10004"
Gotham Photo By VHT Studios,http://www.gothamphotony.com,mailto:info@gothamphotocompany.com,"25 BroadwayNew York, NY 10004"
Thumbtack Technology Inc,http://www.thumbtack.net,Not available,"25 BroadwayNew York, NY 10004"
Concep Inc,http://www.concep.com,Not available,"25 BroadwayNew York, NY 10004"
DBeaver Corp,https://dbeaver.com,mailto:support@dbeaver.com,"77 Water StNew York, NY 10005"
Impendi,https://impendi.com,Not available,"77 Water StNew York, NY 10005"
Local Techs,Not available,Not available,"5 Hanover SqNew York, NY 10004"
Iscom Inc,Not available,mailto:mcgovern@jandj.com,"5 Hanover SqNew York, NY 10004"
Appfigures Inc,http://appfigures.com,Not available,"133 Chrystie StNew York, NY 10002"
Cast Software,http://www.castsoftware.com,Not available,"75 Spring StNew York, NY 10012"
Modasphere,http://modasphere.com,Not available,"97 Spring StNew York, NY 10012"
Brilliant Associates Inc,http://www.brilliantassociatesinc.com,Not available,"21 S End AveNew York, NY 10280"
IDC Global,http://www.idcglobal.com,mailto:bozzuto8@yahoo.com,"26 BroadwayNew York, NY 10004"
Turn Key Broker,http://www.turnkeybroker.com,Not available,"301 Grand StNew York, NY 10002"
Proviatek Inc,http://www.proviatek.com,mailto:info.it@proviatek.com,"80 Broad StNew York, NY 10004"
QuantiLion Data Strategies,Not available,Not available,"80 Broad StNew York, NY 10004"
Streamingedge Inc,https://www.streamingedge.com,Not available,"32 Financial SqNew York, NY 10005"
CareOne Builders Inc,http://www.careonebuilders.com,Not available,"80 Broad StNew York, NY 10004"
MenuSifu,https://www.menusifu.com/en,Not available,"62 Allen StNew York, NY 10002"
Digital Medical Technologies,https://adheretech.com,Not available,"11 BroadwayNew York, NY 10004"
Optical Systems Integrators,http://opticalsystemsintegrators.com,Not available,"11 BroadwayNew York, NY 10004"
Heliosz Ai Inc,http://www.heliosz.ai,Not available,"11 BroadwayNew York, NY 10004"
Transparensee Inc,http://transparensee.com,mailto:info@transparensee.com,"547 BroadwayNew York, NY 10012"
Ubimo Inc,http://www.eloan.com,Not available,"85 Broad StNew York, NY 10004"
AskTipster Inc,Not available,Not available,"169 Spring StNew York, NY 10012"
Thrive,https://www.justworks.com,Not available,"55 Water StNew York, NY 10041"
Congruent Software Inc,Not available,mailto:ec-dppanel-secr@ec.europa.eu,"110 Greene St Ste 1106New York, NY 10012"
Foresite,http://www.foresiteplan.com/index.php,Not available,"90 Broad StNew York, NY 10004"
Intermedia Group,http://www.intermediagroup.com,mailto:B-Weiss@intermediagroup.org,"131 Varick StNew York, NY 10013"
Abs,https://laserservice911.com,Not available,"131 Varick StNew York, NY 10013"
Epic Ediscoverty Solutions,Not available,Not available,"4 New York PlzNew York, NY 10004"
Kyriba,http://www.kyriba.com,Not available,"1 New York PlzNew York, NY 10004"
Source One International,http://www.nycgovparks.org/parks/eastriverpark,mailto:coach@crossfiteastriver.com,"17 Battery PlNew York, NY 10004"
Source of Future Technology,http://www.soft-inc.com,mailto:jchristopher@softinc.com,"137 Varick StNew York, NY 10013"
Marshad Technology Group,http://marshad.com,mailto:info@marshad.com,"304 Hudson StNew York, NY 10013"
Muze,http://muze.com,mailto:dorban@muze.com,"304 Hudson St Fl 8New York, NY 10013"
10gen,http://10gen.com,Not available,"578 Broadway Fl 7New York, NY 10012"
"Smart Start Networks, Inc.",https://www.wesolvedit.io,mailto:pbuchanan@smartstartnetworks.com,"82 Rutgers Slip Apt 17GNew York, NY 10002"
JSL Computer Service Inc,Not available,Not available,"451 E Allen StNew York, NY 10038"
TSR Inc,Not available,Not available,"33 Whitehall StNew York, NY 10004"
G P Shopper,http://www.gpshopper.com,Not available,"584 Broadway Rm 904New York, NY 10012"
Ags Ltd,http://www.agsltd.com,Not available,"1 West StNew York, NY 10004"
Sakonnet Technology,http://www.sknt.com,mailto:amanda.walkinshaw@sknt.com,"594 BroadwayNew York, NY 10012"
Amtex System Inc,Not available,Not available,"195 Chrystie StNew York, NY 10002"
Common Desk,https://www.refind.email,Not available,"458 W Broadway Fl 4New York, NY 10012"
Thinkmap Inc,http://www.thinkmap.com,mailto:mtinkler@plumbdesign.com,"599 Broadway Rm 9New York, NY 10012"
IPSoft Inc,http://www.axioma.com,Not available,"17 State StNew York, NY 10004"
Enigma Software Group Inc,http://www.fidessa.com,Not available,"17 State StNew York, NY 10004"
Stratus Technologies Inc,http://www.6dglobal.com/#wQppqO,mailto:dan.amatulli@royalblue.com,"17 State StNew York, NY 10004"
Quasardb Inc,https://quasar.ai/contact,Not available,"17 State StNew York, NY 10004"
Smart Stream Technologies,https://www.smartstream-stp.com,Not available,"1 State St Fl 15New York, NY 10004"
Sungard Futures Systems,http://sungard.com,mailto:as.us.unsubscribe@sungard.com,"15 State PlzNew York, NY 10004"
Jh Choi,http://www.jhchoi.com,Not available,"611 BroadwayNew York, NY 10012"
Ib5K,http://ib5k.com,Not available,"611 BroadwayNew York, NY 10012"
Rebellion Design Co,http://www.thisisarebellion.com,Not available,"611 BroadwayNew York, NY 10012"
Rokt Corp,https://www.rokt.com,Not available,"175 Varick StNew York, NY 10014"
Umvlt,http://www.umvlt.com,Not available,"175 Varick StNew York, NY 10014"
Versasec,http://versasec.com,mailto:info@versasec.com,"175 Varick St Fl 5New York, NY 10014"
Open Road Integrated Media,http://openroadmedia.com,Not available,"345 Hudson St Fl 6New York, NY 10014"
"Medidata Solutions, Inc",http://www.medidata.com,mailto:contact-sales@mdsol.com,"350 Hudson StNew York, NY 10014"
Iponweb,https://www.iponweb.com,Not available,"625 BroadwayNew York, NY 10012"
Take Two Interactive,http://take2games.com,Not available,"622 Broadway Fl 6New York, NY 10012"
Cyrus Innovation,https://cyrusinnovation.com,Not available,"200 Varick StNew York, NY 10014"
Tsr Alarm Line,Not available,Not available,"201 Varick StNew York, NY 10014"
Cadd Edge Inc,Not available,mailto:d_lou@deeveemusic.com,"636 BroadwayNew York, NY 10012"
"Wall Street Systems, Inc",Not available,Not available,"25th Floor 30 Broad StNew York, NY 10004"
Foothold Technology,http://www.footholdtechnology.com,mailto:info@footholdtechnology.com,"666 Broadway Rm 400New York, NY 10012"
Interworld Corp,Not available,mailto:isfeedback@nasdaq.com,"395 Hudson StNew York, NY 10014"
ViewLift,http://www.viewlift.com,Not available,"665 Broadway Ste 700New York, NY 10012"
Ca Creative,http://www.cacreativeonline.com,Not available,"670 Broadway Rm 505New York, NY 10012"
Ave Point,Not available,Not available,"10 E 2nd StNew York, NY 10003"
Dmep Corp,https://haleglobal.com,Not available,"60 E 3rd StNew York, NY 10003"
Cyplex Solutions Inc,http://cyplexsolutions.com,Not available,"356 West StNew York, NY 10014"
Isc Consultants,http://isc.com,mailto:dkoosis@isc.com,"14 E 4th StNew York, NY 10012"
"Tierra Innovation, Inc.",http://www.tierra-innovation.com,Not available,"400 Lafayette St Fl 4-1New York, NY 10003"
Telathena Systems,http://telathena.com,Not available,"96 Morton StNew York, NY 10014"
Proven Data Recovery,https://www.provendatarecovery.com/service-locations/data-recovery-ny,mailto:info@provendatarecovery.com,"411 Lafayette StNew York, NY 10003"
Rentroom,https://www.rentroom.com,mailto:marketing@rentroom.com,"417 Lafayette St 7th FlNew York, NY 10003"
Kent Homeopathic Assoc Inc,Not available,Not available,"30 Cooper SqNew York, NY 10003"
3D Spectrum Enterprise,http://3dse-llc.com,Not available,"419 Lafayette StNew York, NY 10003"
Real Estate Website Development,http://www.realtymx.com,mailto:info@realtymx.com,"419 Lafayette StNew York, NY 10003"
Bytelogics,http://bytelogics.com,Not available,"304 E 6th StNew York, NY 10003"
"Mindshift Technologies, Inc",http://connelly.org,Not available,"220 E 4th StNew York, NY 10009"
LSP Technologies LSP Tech,http://www.lsptech.net,Not available,"224 E 3rd StNew York, NY 10009"
Direct Leap Technologies Inc,https://corporate.directleap.com/contact.html,Not available,"315 Bleecker StNew York, NY 10014"
Mark Biddy,Not available,Not available,"77 Columbia StNew York, NY 10002"
Vianair Inc,Not available,Not available,"60 E 8th StNew York, NY 10003"
Ptt,http://www.high5games.com,Not available,"770 Broadway Fl 7New York, NY 10003"
Teleshuttle Corp,http://teleshuttle.com,mailto:rreisman@teleshuttle.com,"20 E 9th StNew York, NY 10003"
Open Crowd,http://www.opencrowd.com,Not available,"41 E 11th St Fl 11New York, NY 10003"
Buzzer Media Inc,https://www.buzzer.com,Not available,"93 4th AveNew York, NY 10003"
Interworld Corp,Not available,Not available,"41 E 11th St Fl 10New York, NY 10003"
Synacor Inc,https://synacor.com,Not available,"817 BroadwayNew York, NY 10003"
"Business Logic, Inc",http://www.blogicnyc.com,Not available,"220 E 23 E 16th StNew York, NY 10003"
